accession	NCBI_COG	NCBI_COG_Description	PathwayID	Pathway	NCBI_COG_evalue
GCA_000017945-FLGBHGLA_09880	COG5011	Uncharacterized_conserved_protein,_DUF2344_family	S	-	1.9e-43
GCA_000017945-FLGBHGLA_09890	COG1151	Hydroxylamine_reductase_(hybrid-cluster_protein)	C	-	2.1e-130
GCA_000017945-FLGBHGLA_09900	COG0129	Dihydroxyacid_dehydratase/phosphogluconate_dehydratase	EG	Isoleucine,_leucine,_valine_biosynthesis	1.7e-229
GCA_000017945-FLGBHGLA_09910	COG2409	Predicted_lipid_transporter_YdfJ,_MMPL/SSD_domain,_RND_superfamily	R	-	2.9e-122
GCA_000017945-FLGBHGLA_09920	COG1224	DNA_helicase_TIP49,_TBP-interacting_protein	K	-	2.9e-189
GCA_000017945-FLGBHGLA_09930	COG0087	Ribosomal_protein_L3	J	Ribosome_50S_subunit	7.2e-46
GCA_000017945-FLGBHGLA_09940	COG0088	Ribosomal_protein_L4	J	Ribosome_50S_subunit	2.4e-28
GCA_000017945-FLGBHGLA_09950	COG0089	Ribosomal_protein_L23	J	Ribosome_50S_subunit	8.5e-25
GCA_000017945-FLGBHGLA_09960	-	-	-	-	-
GCA_000017945-FLGBHGLA_09970	-	-	-	-	-
GCA_000017945-FLGBHGLA_09980	COG0529	Adenylylsulfate_kinase_or_related_kinase	P	Cysteine_biosynthesis	6.6e-72
GCA_000017945-FLGBHGLA_09990	COG3379	Predicted_phosphohydrolase_or_phosphomutase,_AlkP_superfamily	R	-	1.2e-113
GCA_000017945-FLGBHGLA_10000	COG2046	ATP_sulfurylase_(sulfate_adenylyltransferase)	P	Cysteine_biosynthesis	1.9e-160
GCA_000017945-FLGBHGLA_10010	-	-	-	-	-
GCA_000017945-FLGBHGLA_10020	COG0730	Sulfite_exporter_TauE/SafE/YfcA_and_related_permeases,_UPF0721_family	P	-	7.6e-08
GCA_000017945-FLGBHGLA_10030	COG3083	Periplasmic_protein_PbgA/YejM,_regulator_of_the_LPS_biosynthesis,_AlkP_superfamily	MT	-	2.4e-06
GCA_000017945-FLGBHGLA_10040	COG3822	D-lyxose_ketol-isomerase	G	-	9.4e-12
GCA_000017945-FLGBHGLA_10050	COG0226	ABC-type_phosphate_transport_system,_periplasmic_component	P	-	2.8e-51
GCA_000017945-FLGBHGLA_10060	COG1237	Metal-dependent_hydrolase,_beta-lactamase_superfamily_II	R	-	2.8e-43
GCA_000017945-FLGBHGLA_10070	COG1061	Superfamily_II_DNA_or_RNA_helicase	KL	-	4.3e-57
GCA_000017945-FLGBHGLA_10080	COG1958	Small_nuclear_ribonucleoprotein_(snRNP)_homolog	K	-	1.1e-15
GCA_000017945-FLGBHGLA_10090	COG2126	Ribosomal_protein_L37E	J	Archaeal_ribosomal_proteins	1.7e-26
GCA_000017945-FLGBHGLA_10100	COG0638	20S_proteasome,_alpha_and_beta_subunits	O	-	6.6e-62
GCA_000017945-FLGBHGLA_10110	COG5271	Midasin,_AAA_ATPase_with__vWA_domain,_involved_in_ribosome_maturation	J	-	1.7e-32
GCA_000017945-FLGBHGLA_10120	COG0473	Isocitrate/isopropylmalate_dehydrogenase	CE	TCA_cycle	2.7e-120
GCA_000017945-FLGBHGLA_10130	COG0119	Isopropylmalate/homocitrate/citramalate_synthases	E	Isoleucine,_leucine,_valine_biosynthesis	4.9e-135
GCA_000017945-FLGBHGLA_10140	-	-	-	-	-
GCA_000017945-FLGBHGLA_10150	COG3431	Uncharacterized_membrane_protein,_DUF373_family	S	-	9.1e-08
GCA_000017945-FLGBHGLA_10160	COG0560	Phosphoserine_phosphatase	E	Serine_biosynthesis	2.6e-20
GCA_000017945-FLGBHGLA_10170	COG1460	DNA-directed_RNA_polymerase,_subunit_F	K	RNA_polymerase	4.9e-14
GCA_000017945-FLGBHGLA_10180	COG2101	TATA-box_binding_protein_(TBP),_component_of_TFIID_and_TFIIIB	K	-	1.8e-79
GCA_000017945-FLGBHGLA_10190	COG0172	Seryl-tRNA_synthetase	J	Aminoacyl-tRNA_synthetases	1.6e-143
GCA_000017945-FLGBHGLA_10200	COG0215	Cysteinyl-tRNA_synthetase	J	Aminoacyl-tRNA_synthetases	4.2e-175
GCA_000017945-FLGBHGLA_10210	COG1355	Predicted_class_III_extradiol_dioxygenase,_MEMO1_family	R	-	9.6e-92
GCA_000017945-FLGBHGLA_10220	COG1088	dTDP-D-glucose_4,6-dehydratase	M	-	1.8e-63
GCA_000017945-FLGBHGLA_10230	COG1222	ATP-dependent_26S_proteasome_regulatory_subunit	O	-	9e-86
GCA_000017945-FLGBHGLA_10240	COG5491	Archaeal_cell_division_protein_CdvB,_Snf7/Vps24/ESCRT-III_family	D	-	5.3e-06
GCA_000017945-FLGBHGLA_10250	COG3883	Uncharacterized_N-terminal_coiled-coil_domain_of_peptidoglycan_hydrolase_CwlO	S	-	1.9e-06
GCA_000017945-FLGBHGLA_10260	-	-	-	-	-
GCA_000017945-FLGBHGLA_10270	COG1736	Diphthamide_synthase_subunit_DPH2	J	-	1.4e-71
GCA_000017945-FLGBHGLA_10280	COG0197	Ribosomal_protein_L16/L10AE	J	Ribosome_50S_subunit	1.1e-29
GCA_000017945-FLGBHGLA_10290	COG1590	tRNA(Phe)_wybutosine-synthesizing_methylase_Tyw3	J	tRNA_modification	1.5e-53
GCA_000017945-FLGBHGLA_10300	COG0057	Glyceraldehyde-3-phosphate_dehydrogenase/erythrose-4-phosphate_dehydrogenase	G	Glycolysis	3e-35
GCA_000017945-FLGBHGLA_10310	COG0370	Fe2+_transporter_FeoB	P	-	1.1e-162
GCA_000017945-FLGBHGLA_10320	-	-	-	-	-
GCA_000017945-FLGBHGLA_10330	-	-	-	-	-
GCA_000017945-FLGBHGLA_10340	-	-	-	-	-
GCA_000017945-FLGBHGLA_10350	-	-	-	-	-
GCA_000017945-FLGBHGLA_10360	COG0468	RecA/RadA_recombinase	L	-	7.6e-66
GCA_000017945-FLGBHGLA_10370	COG0148	Enolase	G	Glycolysis	2.7e-178
GCA_000017945-FLGBHGLA_10380	COG2814	Predicted_arabinose_efflux_permease_AraJ,_MFS_family	G	-	1.3e-25
GCA_000017945-FLGBHGLA_10390	COG0630	Type_IV_secretory_pathway_ATPase_VirB11/Archaellum_biosynthesis_ATPase_ArlI/FlaI	NU	-	4.2e-158
GCA_000017945-FLGBHGLA_10400	COG1955	Archaellum_biogenesis_protein_ArlJ/FlaJ,_TadC_family	N	-	6.1e-53
GCA_000017945-FLGBHGLA_10410	COG1955	Archaellum_biogenesis_protein_ArlJ/FlaJ,_TadC_family	N	-	1.7e-36
GCA_000017945-FLGBHGLA_10420	COG2814	Predicted_arabinose_efflux_permease_AraJ,_MFS_family	G	-	5.8e-08
GCA_000017945-FLGBHGLA_10430	COG4919	Ribosomal_protein_S30	J	Archaeal_ribosomal_proteins	3.6e-24
GCA_000017945-FLGBHGLA_10440	-	-	-	-	-
GCA_000017945-FLGBHGLA_10450	COG1694	NTP_pyrophosphatase,_house-cleaning_of_non-canonical_NTPs	V	-	3.2e-15
GCA_000017945-FLGBHGLA_10460	-	-	-	-	-
GCA_000017945-FLGBHGLA_10470	COG0060	Isoleucyl-tRNA_synthetase	J	Aminoacyl-tRNA_synthetases	1.5e-297
GCA_000017945-FLGBHGLA_10480	COG2890	Methylase_of_polypeptide_chain_release_factors	J	-	2.9e-07
GCA_000017945-FLGBHGLA_10490	COG1173	ABC-type_dipeptide/oligopeptide/nickel_transport_system,_permease_component	EP	-	2.2e-25
GCA_000017945-FLGBHGLA_10500	COG0601	ABC-type_dipeptide/oligopeptide/nickel_transport_system,_permease_component	EP	-	9.9e-11
GCA_000017945-FLGBHGLA_10510	COG0747	ABC-type_transport_system,_periplasmic_component	E	-	3.6e-77
GCA_000017945-FLGBHGLA_10520	COG1433	Predicted_Fe-Mo_cluster-binding_protein,_NifX_family	O	-	1.4e-16
GCA_000017945-FLGBHGLA_10530	COG5652	VanZ-like_family_protein_(function_unknown)	S	-	1.8e-12
GCA_000017945-FLGBHGLA_10540	-	-	-	-	-
GCA_000017945-FLGBHGLA_10550	-	-	-	-	-
GCA_000017945-FLGBHGLA_10560	-	-	-	-	-
GCA_000017945-FLGBHGLA_10570	COG1522	DNA-binding_transcriptional_regulator,_Lrp_family	K	-	7.7e-09
GCA_000017945-FLGBHGLA_10580	-	-	-	-	-
GCA_000017945-FLGBHGLA_10590	COG5271	Midasin,_AAA_ATPase_with__vWA_domain,_involved_in_ribosome_maturation	J	-	1.6e-18
GCA_000017945-FLGBHGLA_10600	COG5306	Uncharacterized_conserved_protein_MJ1470,_contains_DUF2341_domain,_predicted_component_of_type_IV_pili-like_system	R	-	3.2e-07
GCA_000017945-FLGBHGLA_10610	-	-	-	-	-
GCA_000017945-FLGBHGLA_10620	COG2414	Aldehyde:ferredoxin_oxidoreductase	C	-	1.8e-219
GCA_000017945-FLGBHGLA_10630	-	-	-	-	-
GCA_000017945-FLGBHGLA_10640	COG0498	Threonine_synthase	E	Threonine_biosynthesis	1e-137
GCA_000017945-FLGBHGLA_10650	-	-	-	-	-
GCA_000017945-FLGBHGLA_10660	COG4221	NADP-dependent_3-hydroxy_acid_dehydrogenase_YdfG	C	Pyrimidine_degradation	4.5e-30
GCA_000017945-FLGBHGLA_10670	COG1234	Ribonuclease_BN,_tRNA_processing_enzyme	J	-	1.2e-62
GCA_000017945-FLGBHGLA_10680	COG1816	Adenosine_deaminase	F	Menaquinone_biosynthesis	2.3e-11
GCA_000017945-FLGBHGLA_10690	COG1367	CRISPR-Cas_system_type_III_CMR-effector_complex_subunit_Cmr1,_RAMP_superfamily_Cas7_group	V	CRISPR-Cas_system	4.9e-09
GCA_000017945-FLGBHGLA_10700	COG0615	Glycerol-3-phosphate_cytidylyltransferase,_cytidylyltransferase_family	M	Riboflavin/FAD_biosynthesis	3.3e-46
GCA_000017945-FLGBHGLA_10710	COG2002	Bifunctional_DNA-binding_transcriptional_regulator_of_stationary/sporulation/toxin_gene_expression_and_antitoxin_component_of_the_YhaV-PrlF_toxin-antitoxin_module	KV	-	7.9e-12
GCA_000017945-FLGBHGLA_10720	COG5399	Uncharacterized_conserved_protein,_DUF2286_domain	S	-	2.6e-38
GCA_000017945-FLGBHGLA_10730	COG0613	5'-3'_exoribonuclease_TrpH/YciV_(RNase_AM),_contains_PHP_domain	F	-	2.5e-33
GCA_000017945-FLGBHGLA_10740	COG0541	Signal_recognition_particle_GTPase	U	-	6.2e-146
GCA_000017945-FLGBHGLA_10750	-	-	-	-	-
GCA_000017945-FLGBHGLA_10760	COG0402	Cytosine/adenosine_deaminase_or_related_metal-dependent_hydrolase	FR	Pyrimidine_salvage	7.5e-32
GCA_000017945-FLGBHGLA_10770	COG1084	GTP-binding_protein,_GTP1/Obg_family	R	-	8.1e-98
GCA_000017945-FLGBHGLA_10780	-	-	-	-	-
GCA_000017945-FLGBHGLA_10790	-	-	-	-	-
GCA_000017945-FLGBHGLA_10800	COG1590	tRNA(Phe)_wybutosine-synthesizing_methylase_Tyw3	J	tRNA_modification	2e-70
GCA_000017945-FLGBHGLA_10810	-	-	-	-	-
GCA_000017945-FLGBHGLA_10820	-	-	-	-	-
GCA_000017945-FLGBHGLA_10830	-	-	-	-	-
GCA_000017945-FLGBHGLA_10840	COG1697	DNA_topoisomerase_VI,_subunit_A	L	-	5.4e-126
GCA_000017945-FLGBHGLA_10850	COG1901	tRNA_pseudouridine-54_N-methylase	J	tRNA_modification	7.5e-10
GCA_000017945-FLGBHGLA_10860	-	-	-	-	-
GCA_000017945-FLGBHGLA_10870	COG0063	NAD(P)H-hydrate_repair_enzyme_Nnr,_NAD(P)H-hydrate_dehydratase_domain	F	-	1.4e-113
GCA_000017945-FLGBHGLA_10880	-	-	-	-	-
GCA_000017945-FLGBHGLA_10890	COG1250	3-hydroxyacyl-CoA_dehydrogenase	I	Fatty_acid_biosynthesis	2.3e-138
GCA_000017945-FLGBHGLA_10900	COG0030	16S_rRNA_A1518_and_A1519_N6-dimethyltransferase_RsmA/KsgA/DIM1_(may_also_have_DNA_glycosylase/AP_lyase_activity)	J	16S_rRNA_modification	3e-52
GCA_000017945-FLGBHGLA_10910	COG1491	Predicted_nucleic_acid-binding_OB-fold_protein	R	-	1.6e-63
GCA_000017945-FLGBHGLA_10920	COG4023	Preprotein_translocase_subunit_SecG_(Sec61beta)	U	-	1.8e-18
GCA_000017945-FLGBHGLA_10930	COG1948	ERCC4-type_crossover_junction_endonuclease	L	-	4.8e-71
GCA_000017945-FLGBHGLA_10940	-	-	-	-	-
GCA_000017945-FLGBHGLA_10950	COG0538	Isocitrate_dehydrogenase	C	TCA_cycle	4.6e-170
GCA_000017945-FLGBHGLA_10960	-	-	-	-	-
GCA_000017945-FLGBHGLA_10970	COG1618	Nucleoside-triphosphatase_THEP1	F	-	1.1e-46
GCA_000017945-FLGBHGLA_10980	-	-	-	-	-
GCA_000017945-FLGBHGLA_10990	COG2442	Predicted_antitoxin_component_of_a_toxin-antitoxin_system,_DUF433_family	V	-	6.2e-26
GCA_000017945-FLGBHGLA_11000	COG4634	Predicted_nuclease,_contains_PIN_domain,_potential_toxin-antitoxin_system_component	R	-	4e-20
GCA_000017945-FLGBHGLA_11010	-	-	-	-	-
GCA_000017945-FLGBHGLA_11020	-	-	-	-	-
GCA_000017945-FLGBHGLA_11030	-	-	-	-	-
GCA_000017945-FLGBHGLA_11040	COG1518	CRISPR-Cas_system-associated_integrase_Cas1	V	CRISPR-Cas_system	6.9e-46
GCA_000017945-FLGBHGLA_11050	-	-	-	-	-
GCA_000017945-FLGBHGLA_11060	COG1145	Ferredoxin	C	-	6.1e-14
GCA_000017945-FLGBHGLA_11070	COG1014	Pyruvate:ferredoxin_oxidoreductase_or_related_2-oxoacid:ferredoxin_oxidoreductase,_gamma_subunit	C	Pyruvate_oxidation	4.4e-41
GCA_000017945-FLGBHGLA_11080	COG1013	Pyruvate:ferredoxin_oxidoreductase_or_related_2-oxoacid:ferredoxin_oxidoreductase,_beta_subunit	C	Pyruvate_oxidation	1.8e-64
GCA_000017945-FLGBHGLA_11090	COG0674	Pyruvate:ferredoxin_oxidoreductase_or_related_2-oxoacid:ferredoxin_oxidoreductase,_alpha_subunit	C	Pyruvate_oxidation	3.8e-87
GCA_000017945-FLGBHGLA_11100	COG0274	Deoxyribose-phosphate_aldolase	F	-	1.4e-46
GCA_000017945-FLGBHGLA_11110	COG1390	Archaeal/vacuolar-type_H+-ATPase_subunit_E/Vma4	C	A/V-type_ATP_synthase	1.8e-28
GCA_000017945-FLGBHGLA_11120	COG1436	Archaeal/vacuolar-type_H+-ATPase_subunit_F/Vma7	C	A/V-type_ATP_synthase	3.7e-18
GCA_000017945-FLGBHGLA_11130	COG4346	Predicted_membrane-bound_dolichyl-phosphate-mannose-protein_mannosyltransferase	O	-	7e-100
GCA_000017945-FLGBHGLA_11140	-	-	-	-	-
GCA_000017945-FLGBHGLA_11150	COG1238	Uncharacterized_membrane_protein_YqaA,_VTT_domain	S	-	5.2e-19
GCA_000017945-FLGBHGLA_11160	COG1668	ABC-type_Na+_efflux_pump,_permease_component_NatB	CP	-	9.1e-55
GCA_000017945-FLGBHGLA_11170	COG4555	ABC-type_Na+_transport_system,_ATPase_component_NatA	CP	-	2e-66
GCA_000017945-FLGBHGLA_11180	COG1060	2-iminoacetate_synthase_ThiH/Menaquinone_biosynthesis_enzymes_MqnC_and_MqnE	H	Thiamine_biosynthesis	4.2e-115
GCA_000017945-FLGBHGLA_11190	COG0065	Homoaconitase/3-isopropylmalate_dehydratase_large_subunit	E	Isoleucine,_leucine,_valine_biosynthesis	1.8e-161
GCA_000017945-FLGBHGLA_11200	-	-	-	-	-
GCA_000017945-FLGBHGLA_11210	-	-	-	-	-
GCA_000017945-FLGBHGLA_11220	COG1389	DNA_topoisomerase_VI,_subunit_B	L	-	5.8e-187
GCA_000017945-FLGBHGLA_11230	COG0112	Glycine/serine_hydroxymethyltransferase	E	Serine_biosynthesis	1.1e-134
GCA_000017945-FLGBHGLA_11240	COG0648	Endonuclease_IV	L	-	5.6e-62
GCA_000017945-FLGBHGLA_11250	COG2451	Ribosomal_protein_L35AE/L33A	J	Archaeal_ribosomal_proteins	1.7e-32
GCA_000017945-FLGBHGLA_11260	-	-	-	-	-
GCA_000017945-FLGBHGLA_11270	COG2905	Signal-transduction_protein_containing_cAMP-binding,_CBS,_and_nucleotidyltransferase_domains	T	-	2.5e-37
GCA_000017945-FLGBHGLA_11280	COG0679	Predicted_permease,_AEC_(auxin_efflux_carrier)_family	R	-	3.6e-27
GCA_000017945-FLGBHGLA_11290	-	-	-	-	-
GCA_000017945-FLGBHGLA_11300	COG0028	Acetolactate_synthase_large_subunit_or_other_thiamine_pyrophosphate-requiring_enzyme	EH	Isoleucine,_leucine,_valine_biosynthesis	2e-172
GCA_000017945-FLGBHGLA_11310	COG3978	Acetolactate_synthase_small_subunit,_contains_ACT_domain	E	-	2.1e-07
GCA_000017945-FLGBHGLA_11320	COG0537	Purine_nucleoside_phosphoramidase/Ap4A_hydrolase,_histidine_triade_(HIT)_family	FR	-	3.6e-42
GCA_000017945-FLGBHGLA_11330	COG1350	Predicted_alternative_tryptophan_synthase_beta-subunit_(paralog_of_TrpB)	E	Aromatic_amino_acid_biosynthesis	1.9e-202
GCA_000017945-FLGBHGLA_11340	COG1034	NADH_dehydrogenase/NADH:ubiquinone_oxidoreductase_75_kD_subunit_(chain_G)	C	NADH_dehydrogenase	7.6e-23
GCA_000017945-FLGBHGLA_11350	COG0626	Cystathionine_beta-lyase/cystathionine_gamma-synthase	E	Methionine_biosynthesis	2.1e-121
GCA_000017945-FLGBHGLA_11360	COG0005	Purine_nucleoside_phosphorylase	F	Purine_salvage	1.4e-105
GCA_000017945-FLGBHGLA_11370	-	-	-	-	-
GCA_000017945-FLGBHGLA_11380	COG1779	C4-type_Zn-finger_protein	R	-	3.4e-66
GCA_000017945-FLGBHGLA_11390	COG1631	Ribosomal_protein_L44E	J	Archaeal_ribosomal_proteins	2e-34
GCA_000017945-FLGBHGLA_11400	COG0641	Sulfatase_maturation_enzyme_AslB,_radical_SAM_superfamily	O	-	2.4e-47
GCA_000017945-FLGBHGLA_11410	COG0644	Dehydrogenase_(flavoprotein)	C	-	3.8e-49
GCA_000017945-FLGBHGLA_11420	COG0707	UDP-N-acetylglucosamine:LPS_N-acetylglucosamine_transferase	M	Mureine_biosynthesis	2.5e-18
GCA_000017945-FLGBHGLA_11430	COG0008	Glutamyl-_or_glutaminyl-tRNA_synthetase	J	Heme_biosynthesis	1.1e-82
GCA_000017945-FLGBHGLA_11440	-	-	-	-	-
GCA_000017945-FLGBHGLA_11450	-	-	-	-	-
GCA_000017945-FLGBHGLA_11460	COG0574	Phosphoenolpyruvate_synthase/pyruvate_phosphate_dikinase	G	Gluconeogenesis	5.3e-186
GCA_000017945-FLGBHGLA_11470	COG1695	DNA-binding_transcriptional_regulator,_PadR_family	K	-	1.4e-06
GCA_000017945-FLGBHGLA_11480	COG4976	Predicted_methyltransferase,_contains_TPR_repeat	R	-	5e-09
GCA_000017945-FLGBHGLA_11490	COG4046	Uncharacterized_protein,_contains_DUF1512_domain	S	-	1e-140
GCA_000017945-FLGBHGLA_11500	COG1444	tRNA(Met)_C34_N-acetyltransferase_TmcA	J	tRNA_modification	4.1e-109
GCA_000017945-FLGBHGLA_11510	COG1598	Antitoxin_component_HicB_of_the_HicAB_toxin-antitoxin_system	V	-	1.8e-09
GCA_000017945-FLGBHGLA_11520	-	-	-	-	-
GCA_000017945-FLGBHGLA_11530	-	-	-	-	-
GCA_000017945-FLGBHGLA_11540	-	-	-	-	-
GCA_000017945-FLGBHGLA_11550	-	-	-	-	-
GCA_000017945-FLGBHGLA_11560	COG1303	tRNA_C56-2-O'-methylase,_SpoU_family	J	-	6.8e-76
GCA_000017945-FLGBHGLA_11570	COG1675	Transcription_initiation_factor_IIE,_alpha_subunit	K	-	2.1e-43
GCA_000017945-FLGBHGLA_11580	COG0270	DNA-cytosine_methylase	L	-	4.5e-64
GCA_000017945-FLGBHGLA_11590	COG3971	2-keto-4-pentenoate_hydratase	Q	-	1.3e-22
GCA_000017945-FLGBHGLA_11600	COG1591	Holliday_junction_resolvase_Hjc,_archaeal_type	L	-	9e-33
GCA_000017945-FLGBHGLA_11610	COG0231	Translation_elongation_factor_P_(EF-P)/translation_initiation_factor_5A_(eIF-5A)	J	Translation_factors	8.5e-26
GCA_000017945-FLGBHGLA_11620	COG5324	tRNA_splicing_ligase	J	tRNA_modification	7.5e-10
GCA_000017945-FLGBHGLA_11630	-	-	-	-	-
GCA_000017945-FLGBHGLA_11640	COG3005	Tetraheme_cytochrome_c_subunit_NapC_of_nitrate_or_TMAO_reductase	C	-	5.2e-19
GCA_000017945-FLGBHGLA_11650	COG2519	tRNA_A58_N-methylase_Trm61	J	tRNA_modification	2.3e-46
GCA_000017945-FLGBHGLA_11660	COG4343	CRISPR/Cas_system-associated_exonuclease_Cas4,_RecB_family	V	CRISPR-Cas_system	2.1e-76
GCA_000017945-FLGBHGLA_11670	COG1518	CRISPR-Cas_system-associated_integrase_Cas1	V	CRISPR-Cas_system	2.3e-59
GCA_000017945-FLGBHGLA_11680	COG1343	CRISPR/Cas_system-associated_endoribonuclease_Cas2	V	CRISPR-Cas_system	4.7e-19
GCA_000017945-FLGBHGLA_11690	COG1468	CRISPR/Cas_system-associated_exonuclease_Cas4,_RecB_family	V	CRISPR-Cas_system	2.6e-18
GCA_000017945-FLGBHGLA_11700	COG2254	CRISPR/Cas_system-associated_endonuclease_Cas3-HD	V	CRISPR-Cas_system	2e-11
GCA_000017945-FLGBHGLA_11710	COG1203	CRISPR-Cas_type_I_system-associated_endonuclease/helicase_Cas3	V	CRISPR-Cas_system	1.1e-60
GCA_000017945-FLGBHGLA_11720	-	-	-	-	-
GCA_000017945-FLGBHGLA_11730	COG1688	CRISPR/Cas_system-associated_protein_Cas5,_RAMP_superfamily	V	CRISPR-Cas_system	2.1e-16
GCA_000017945-FLGBHGLA_11740	COG1857	CRISPR-Cas_system_type_I_effector_complex_subunit_Cas7,__RAMP_superfamily	V	CRISPR-Cas_system	3.5e-85
GCA_000017945-FLGBHGLA_11750	-	-	-	-	-
GCA_000017945-FLGBHGLA_11760	COG1378	Sugar-specific_transcriptional_regulator_TrmB	K	-	2.8e-19
GCA_000017945-FLGBHGLA_11770	COG1750	Predicted_archaeal_serine_protease,_S18_family	R	-	9.8e-101
GCA_000017945-FLGBHGLA_11780	COG1005	NADH:ubiquinone_oxidoreductase_subunit_1_(chain_H)	C	NADH_dehydrogenase	6.5e-79
GCA_000017945-FLGBHGLA_11790	COG1144	Pyruvate:ferredoxin_oxidoreductase_or_related_2-oxoacid:ferredoxin_oxidoreductase,_delta_subunit	C	Pyruvate_oxidation	6.9e-17
GCA_000017945-FLGBHGLA_11800	COG0839	NADH:ubiquinone_oxidoreductase_subunit_6_(chain_J)	C	NADH_dehydrogenase	2.9e-14
GCA_000017945-FLGBHGLA_11810	COG0713	NADH:ubiquinone_oxidoreductase_subunit_11_or_4L_(chain_K)	C	NADH_dehydrogenase	8.2e-11
GCA_000017945-FLGBHGLA_11820	COG1007	NADH:ubiquinone_oxidoreductase_subunit_2_(chain_N)	C	NADH_dehydrogenase	7.4e-56
GCA_000017945-FLGBHGLA_11830	COG3642	tRNA_A-37_threonylcarbamoyl_transferase_component_Bud32	J	tRNA_modification	5.6e-17
GCA_000017945-FLGBHGLA_11840	COG5256	Translation_elongation_factor_EF-1alpha_(GTPase)	J	Translation_factors	1.2e-211
GCA_000017945-FLGBHGLA_11850	-	-	-	-	-
GCA_000017945-FLGBHGLA_11860	COG1650	D-tyrosyl-tRNA(Tyr)_deacylase	J	-	4.5e-74
GCA_000017945-FLGBHGLA_11870	-	-	-	-	-
GCA_000017945-FLGBHGLA_11880	COG0328	Ribonuclease_HI	L	-	2.1e-23
GCA_000017945-FLGBHGLA_11890	-	-	-	-	-
GCA_000017945-FLGBHGLA_11900	COG0143	Methionyl-tRNA_synthetase	J	Aminoacyl-tRNA_synthetases	5.1e-177
GCA_000017945-FLGBHGLA_11910	COG5491	Archaeal_cell_division_protein_CdvB,_Snf7/Vps24/ESCRT-III_family	D	-	1.3e-56
GCA_000017945-FLGBHGLA_11920	COG0121	Predicted_glutamine_amidotransferase_YafJ	R	-	4.1e-18
GCA_000017945-FLGBHGLA_11930	-	-	-	-	-
GCA_000017945-FLGBHGLA_11940	COG1208	NDP-sugar_pyrophosphorylase,_includes_eIF-2Bgamma,_eIF-2Bepsilon,_and_LPS_biosynthesis_protein_s	JM	-	2.6e-69
GCA_000017945-FLGBHGLA_11950	-	-	-	-	-
GCA_000017945-FLGBHGLA_11960	-	-	-	-	-
GCA_000017945-FLGBHGLA_11970	COG1370	tRNA-guanine_transglycosylase,_archaeosine-15-forming,_contains_TGT_and_PUA_domains	J	-	1.6e-33
GCA_000017945-FLGBHGLA_11980	COG1938	Predicted_ATP-dependent_carboligase,_ATP-grasp_superfamily	R	-	1.7e-40
GCA_000017945-FLGBHGLA_11990	-	-	-	-	-
GCA_000017945-FLGBHGLA_12000	-	-	-	-	-
GCA_000017945-FLGBHGLA_12010	COG0392	Predicted_membrane_flippase_AglD2/YbhN,_UPF0104_family	M	-	2.2e-21
GCA_000017945-FLGBHGLA_12020	COG4072	Uncharacterized_conserved_protein,_DUF2118_domain	S	-	4.6e-29
GCA_000017945-FLGBHGLA_12030	COG0142	Geranylgeranyl_pyrophosphate_synthase	H	Isoprenoid_biosynthesis	2.8e-96
GCA_000017945-FLGBHGLA_12040	COG2888	Predicted_RNA-binding_protein_involved_in_translation,_contains__Zn-ribbon_domain,_DUF1610_family	R	-	3.1e-07
GCA_000017945-FLGBHGLA_12050	COG0433	Archaeal_DNA_helicase_HerA_or_a_related_bacterial_ATPase,_contains_HAS-barrel_and_ATPase_domains	L	-	1.3e-63
GCA_000017945-FLGBHGLA_12060	COG1235	Phosphoribosyl_1,2-cyclic_phosphate_phosphodiesterase	P	-	1.5e-31
GCA_000017945-FLGBHGLA_12070	COG1201	Lhr-like_helicase	L	-	0
GCA_000017945-FLGBHGLA_12080	-	-	-	-	-
GCA_000017945-FLGBHGLA_12090	COG0371	Glycerol_dehydrogenase_or_related_enzyme,_iron-containing_ADH_family	C	Isoprenoid_biosynthesis	2.4e-110
GCA_000017945-FLGBHGLA_12100	COG2157	Ribosomal_protein_L20A_(L18A)	J	Archaeal_ribosomal_proteins	4.2e-28
GCA_000017945-FLGBHGLA_12110	COG1730	Prefoldin_subunit_5	O	-	2.2e-20
GCA_000017945-FLGBHGLA_12120	COG0552	Signal_recognition_particle_GTPase_FtsY	U	-	1.3e-95
GCA_000017945-FLGBHGLA_12130	COG2443	Preprotein_translocase_subunit_Sss1	U	-	2.4e-18
GCA_000017945-FLGBHGLA_12140	COG0250	Transcription_termination/antitermination_protein_NusG	K	-	6.8e-12
GCA_000017945-FLGBHGLA_12150	COG0080	Ribosomal_protein_L11	J	Ribosome_50S_subunit	1e-34
GCA_000017945-FLGBHGLA_12160	COG0081	Ribosomal_protein_L1	J	Ribosome_50S_subunit	2.6e-49
GCA_000017945-FLGBHGLA_12170	COG0244	Ribosomal_protein_L10	J	Ribosome_50S_subunit	9.3e-24
GCA_000017945-FLGBHGLA_12180	COG2428	Rps3_or_RNA_methylase_involved_in_ribosome_biogenesis,_SPOUT_family	J	-	1.2e-77
GCA_000017945-FLGBHGLA_12190	COG1867	tRNA_G26_N,N-dimethylase_Trm1	J	tRNA_modification	4.2e-110
GCA_000017945-FLGBHGLA_12200	-	-	-	-	-
GCA_000017945-FLGBHGLA_12210	COG0426	Flavorubredoxin	C	-	1.3e-91
