accession	PFAM_hmm	PFAM_description	Pfam_Evalue
GCA_000017945-FLGBHGLA_04540	PF13243	Squalene-hopene_cyclase_C-terminal_domain	4.4e-15
GCA_000017945-FLGBHGLA_04550	PF06973	Domain_of_unknown_function_(DUF1297)	1.5e-68
GCA_000017945-FLGBHGLA_04560	PF06695	Putative_small_multi-drug_export_protein	2.3e-27
GCA_000017945-FLGBHGLA_04570	PF00571	CBS_domain	4.2e-12
GCA_000017945-FLGBHGLA_04580	PF13085	2Fe-2S_iron-sulfur_cluster_binding_domain	8e-35
GCA_000017945-FLGBHGLA_04590	-	-	-
GCA_000017945-FLGBHGLA_04600	PF01986	Domain_of_unknown_function_DUF123	2.4e-20
GCA_000017945-FLGBHGLA_04610	-	-	-
GCA_000017945-FLGBHGLA_04620	PF00248	Aldo/keto_reductase_family	1.5e-37
GCA_000017945-FLGBHGLA_04630	PF02926	THUMP_domain	4.7e-08
GCA_000017945-FLGBHGLA_04640	-	-	-
GCA_000017945-FLGBHGLA_04650	PF00428	60s_Acidic_ribosomal_protein	5.5e-20
GCA_000017945-FLGBHGLA_04660	PF02006	Phosphopantothenate/pantothenate_synthetase	8e-74
GCA_000017945-FLGBHGLA_04670	PF00227	Proteasome_subunit	4.8e-58
GCA_000017945-FLGBHGLA_04680	PF00474	Sodium:solute_symporter_family	6.9e-71
GCA_000017945-FLGBHGLA_04690	PF04341	Protein_of_unknown_function,_DUF485	2.8e-10
GCA_000017945-FLGBHGLA_04700	PF00582	Universal_stress_protein_family	3.9e-34
GCA_000017945-FLGBHGLA_04710	PF01040	UbiA_prenyltransferase_family	6e-42
GCA_000017945-FLGBHGLA_04720	PF04055	Radical_SAM_superfamily	7.6e-20
GCA_000017945-FLGBHGLA_04730	PF00578	AhpC/TSA_family	6.4e-34
GCA_000017945-FLGBHGLA_04740	PF03787	RAMP_superfamily	1.7e-30
GCA_000017945-FLGBHGLA_04750	PF09701	CRISPR-associated_protein_(Cas_Cmr5)	8.3e-07
GCA_000017945-FLGBHGLA_04760	PF03787	RAMP_superfamily	5.5e-09
GCA_000017945-FLGBHGLA_04770	PF12469	CRISPR-associated_protein_	2.1e-23
GCA_000017945-FLGBHGLA_04780	-	-	-
GCA_000017945-FLGBHGLA_04790	PF01921	tRNA_synthetases_class_I_(K)	3.1e-95
GCA_000017945-FLGBHGLA_04800	PF00117	Glutamine_amidotransferase_class-I	4.7e-42
GCA_000017945-FLGBHGLA_04810	PF01930	Domain_of_unknown_function_DUF83	5.8e-11
GCA_000017945-FLGBHGLA_04820	PF00753	Metallo-beta-lactamase_superfamily	9.3e-12
GCA_000017945-FLGBHGLA_04830	-	-	-
GCA_000017945-FLGBHGLA_04840	PF00005	ABC_transporter	3.6e-16
GCA_000017945-FLGBHGLA_04850	-	-	-
GCA_000017945-FLGBHGLA_04860	PF12849	PBP_superfamily_domain	1.5e-17
GCA_000017945-FLGBHGLA_04870	-	-	-
GCA_000017945-FLGBHGLA_04880	-	-	-
GCA_000017945-FLGBHGLA_04890	PF14535	AMP-binding_enzyme_C-terminal_domain	1.9e-15
GCA_000017945-FLGBHGLA_04900	PF00368	Hydroxymethylglutaryl-coenzyme_A_reductase	3.8e-134
GCA_000017945-FLGBHGLA_04910	-	-	-
GCA_000017945-FLGBHGLA_04920	PF01702	Queuine_tRNA-ribosyltransferase	1.5e-33
GCA_000017945-FLGBHGLA_04930	PF02687	FtsX-like_permease_family	2.9e-16
GCA_000017945-FLGBHGLA_04940	PF10633	NPCBM-associated,_NEW3_domain_of_alpha-galactosidase	8e-16
GCA_000017945-FLGBHGLA_04950	PF04471	Restriction_endonuclease	3.5e-06
GCA_000017945-FLGBHGLA_04960	-	-	-
GCA_000017945-FLGBHGLA_04970	PF13241	Putative_NAD(P)-binding	9.7e-27
GCA_000017945-FLGBHGLA_04980	-	-	-
GCA_000017945-FLGBHGLA_04990	PF01885	RNA_2'-phosphotransferase,_Tpt1_/_KptA_family	3.8e-26
GCA_000017945-FLGBHGLA_05000	PF04446	tRNAHis_guanylyltransferase	2.3e-18
GCA_000017945-FLGBHGLA_05010	PF01381	Helix-turn-helix	1.4e-12
GCA_000017945-FLGBHGLA_05020	PF04055	Radical_SAM_superfamily	4.5e-27
GCA_000017945-FLGBHGLA_05030	PF04055	Radical_SAM_superfamily	9.8e-14
GCA_000017945-FLGBHGLA_05040	PF12146	Serine_aminopeptidase,_S33	1.2e-12
GCA_000017945-FLGBHGLA_05050	PF02769	AIR_synthase_related_protein,_C-terminal_domain	1.1e-28
GCA_000017945-FLGBHGLA_05060	-	-	-
GCA_000017945-FLGBHGLA_05070	PF09818	Predicted_ATPase_of_the_ABC_class	2.6e-147
GCA_000017945-FLGBHGLA_05080	-	-	-
GCA_000017945-FLGBHGLA_05090	PF13412	Winged_helix-turn-helix_DNA-binding	1.1e-16
GCA_000017945-FLGBHGLA_05100	PF00156	Phosphoribosyl_transferase_domain	1.5e-18
GCA_000017945-FLGBHGLA_05110	PF02219	Methylenetetrahydrofolate_reductase	1.1e-14
GCA_000017945-FLGBHGLA_05120	PF00571	CBS_domain	1.2e-30
GCA_000017945-FLGBHGLA_05130	-	-	-
GCA_000017945-FLGBHGLA_05140	-	-	-
GCA_000017945-FLGBHGLA_05150	PF06267	Family_of_unknown_function_(DUF1028)	1.1e-16
GCA_000017945-FLGBHGLA_05160	-	-	-
GCA_000017945-FLGBHGLA_05170	-	-	-
GCA_000017945-FLGBHGLA_05180	-	-	-
GCA_000017945-FLGBHGLA_05190	-	-	-
GCA_000017945-FLGBHGLA_05200	PF02680	Uncharacterized_ArCR,_COG1888	7.5e-23
GCA_000017945-FLGBHGLA_05210	PF01171	PP-loop_family	7.5e-12
GCA_000017945-FLGBHGLA_05220	PF01928	CYTH_domain	9.7e-31
GCA_000017945-FLGBHGLA_05230	PF07754	Domain_of_unknown_function_(DUF1610)	3.9e-10
GCA_000017945-FLGBHGLA_05240	PF00736	EF-1_guanine_nucleotide_exchange_domain	4.5e-20
GCA_000017945-FLGBHGLA_05250	-	-	-
GCA_000017945-FLGBHGLA_05260	PF12706	Beta-lactamase_superfamily_domain	8.6e-08
GCA_000017945-FLGBHGLA_05270	PF05201	Glutamyl-tRNAGlu_reductase,_N-terminal_domain	1.1e-40
GCA_000017945-FLGBHGLA_05280	PF05378	Hydantoinase/oxoprolinase_N-terminal_region	2.8e-07
GCA_000017945-FLGBHGLA_05290	PF01968	Hydantoinase/oxoprolinase	2.6e-93
GCA_000017945-FLGBHGLA_05300	-	-	-
GCA_000017945-FLGBHGLA_05310	-	-	-
GCA_000017945-FLGBHGLA_05320	PF01131	DNA_topoisomerase	1.1e-73
GCA_000017945-FLGBHGLA_05330	PF00270	DEAD/DEAH_box_helicase	6.7e-22
GCA_000017945-FLGBHGLA_05340	-	-	-
GCA_000017945-FLGBHGLA_05350	PF01008	Initiation_factor_2_subunit_family	9.2e-97
GCA_000017945-FLGBHGLA_05360	-	-	-
GCA_000017945-FLGBHGLA_05370	PF01546	Peptidase_family_M20/M25/M40	2.4e-30
GCA_000017945-FLGBHGLA_05380	-	-	-
GCA_000017945-FLGBHGLA_05390	PF04250	Protein_of_unknown_function_(DUF429)	2.9e-11
GCA_000017945-FLGBHGLA_05400	-	-	-
GCA_000017945-FLGBHGLA_05410	PF14582	Metallophosphoesterase,_calcineurin_superfamily	4.8e-15
GCA_000017945-FLGBHGLA_05420	PF09511	RNA_ligase	1.9e-08
GCA_000017945-FLGBHGLA_05430	-	-	-
GCA_000017945-FLGBHGLA_05440	PF03916	Polysulphide_reductase,_NrfD	2.8e-26
GCA_000017945-FLGBHGLA_05450	PF13247	4Fe-4S_dicluster_domain	1.1e-16
GCA_000017945-FLGBHGLA_05460	PF14537	Cytochrome_c3	8.8e-07
GCA_000017945-FLGBHGLA_05470	PF01264	Chorismate_synthase	1.3e-125
GCA_000017945-FLGBHGLA_05480	PF01137	RNA_3'-terminal_phosphate_cyclase	2.4e-79
GCA_000017945-FLGBHGLA_05490	PF01972	Serine_dehydrogenase_proteinase	4.4e-108
GCA_000017945-FLGBHGLA_05500	-	-	-
GCA_000017945-FLGBHGLA_05510	PF00082	Subtilase_family	3e-18
GCA_000017945-FLGBHGLA_05520	-	-	-
GCA_000017945-FLGBHGLA_05530	PF01513	ATP-NAD_kinase	2.1e-32
GCA_000017945-FLGBHGLA_05540	PF01903	CbiX	7.5e-18
GCA_000017945-FLGBHGLA_05550	PF04027	Domain_of_unknown_function_(DUF371)	1.2e-20
GCA_000017945-FLGBHGLA_05560	PF03600	Citrate_transporter	1.7e-31
GCA_000017945-FLGBHGLA_05570	PF00288	GHMP_kinases_N_terminal_domain	4.2e-13
GCA_000017945-FLGBHGLA_05580	-	-	-
GCA_000017945-FLGBHGLA_05590	PF00346	Respiratory-chain_NADH_dehydrogenase,_49_Kd_subunit	3.9e-70
GCA_000017945-FLGBHGLA_05600	PF01058	NADH_ubiquinone_oxidoreductase,_20_Kd_subunit	9.4e-19
GCA_000017945-FLGBHGLA_05610	PF00507	NADH-ubiquinone/plastoquinone_oxidoreductase,_chain_3	1.2e-11
GCA_000017945-FLGBHGLA_05620	PF00361	Proton-conducting_membrane_transporter	2.2e-55
GCA_000017945-FLGBHGLA_05630	PF00361	Proton-conducting_membrane_transporter	5.4e-64
GCA_000017945-FLGBHGLA_05640	PF01982	Domain_of_unknown_function_DUF120	3.6e-43
GCA_000017945-FLGBHGLA_05650	-	-	-
GCA_000017945-FLGBHGLA_05660	-	-	-
GCA_000017945-FLGBHGLA_05670	-	-	-
GCA_000017945-FLGBHGLA_05680	PF00005	ABC_transporter	1.9e-11
GCA_000017945-FLGBHGLA_05690	PF01977	3-octaprenyl-4-hydroxybenzoate_carboxy-lyase	1.5e-78
GCA_000017945-FLGBHGLA_05700	PF12804	MobA-like_NTP_transferase_domain	7.8e-06
GCA_000017945-FLGBHGLA_05710	PF00583	Acetyltransferase_(GNAT)_family	1e-20
GCA_000017945-FLGBHGLA_05720	PF04127	DNA_/_pantothenate_metabolism_flavoprotein	2.3e-54
GCA_000017945-FLGBHGLA_05730	PF07690	Major_Facilitator_Superfamily	5.5e-13
GCA_000017945-FLGBHGLA_05740	-	-	-
GCA_000017945-FLGBHGLA_05750	-	-	-
GCA_000017945-FLGBHGLA_05760	-	-	-
GCA_000017945-FLGBHGLA_05770	PF00994	Probable_molybdopterin_binding_domain	2.4e-32
GCA_000017945-FLGBHGLA_05780	PF01946	Thi4_family	1.6e-64
GCA_000017945-FLGBHGLA_05790	PF12894	Anaphase-promoting_complex_subunit_4_WD40_domain	2.4e-12
GCA_000017945-FLGBHGLA_05800	PF01502	Phosphoribosyl-AMP_cyclohydrolase	4.3e-31
GCA_000017945-FLGBHGLA_05810	-	-	-
GCA_000017945-FLGBHGLA_05820	PF04055	Radical_SAM_superfamily	4.7e-22
GCA_000017945-FLGBHGLA_05830	PF00582	Universal_stress_protein_family	2.5e-36
GCA_000017945-FLGBHGLA_05840	-	-	-
GCA_000017945-FLGBHGLA_05850	PF01656	CobQ/CobB/MinD/ParA_nucleotide_binding_domain	5.6e-14
GCA_000017945-FLGBHGLA_05860	PF00696	Amino_acid_kinase_family	9.9e-25
GCA_000017945-FLGBHGLA_05870	PF13458	Periplasmic_binding_protein	8.4e-07
GCA_000017945-FLGBHGLA_05880	PF03129	Anticodon_binding_domain	5.4e-24
GCA_000017945-FLGBHGLA_05890	-	-	-
GCA_000017945-FLGBHGLA_05900	-	-	-
GCA_000017945-FLGBHGLA_05910	PF00733	Asparagine_synthase	1.9e-48
GCA_000017945-FLGBHGLA_05920	PF01977	3-octaprenyl-4-hydroxybenzoate_carboxy-lyase	9.2e-141
GCA_000017945-FLGBHGLA_05930	PF01455	HupF/HypC_family	1.1e-22
GCA_000017945-FLGBHGLA_05940	PF13520	Amino_acid_permease	3.4e-33
GCA_000017945-FLGBHGLA_05950	-	-	-
GCA_000017945-FLGBHGLA_05960	PF13656	RNA_polymerase_Rpb3/Rpb11_dimerisation_domain	2.9e-16
GCA_000017945-FLGBHGLA_05970	PF09840	Uncharacterized_protein_conserved_in_archaea_(DUF2067)	8.6e-53
GCA_000017945-FLGBHGLA_05980	PF14382	Exosome_complex_exonuclease_RRP4_N-terminal_region	4.3e-13
GCA_000017945-FLGBHGLA_05990	PF00583	Acetyltransferase_(GNAT)_family	1.7e-25
GCA_000017945-FLGBHGLA_06000	-	-	-
GCA_000017945-FLGBHGLA_06010	PF00291	Pyridoxal-phosphate_dependent_enzyme	3.1e-67
GCA_000017945-FLGBHGLA_06020	PF02830	V4R_domain	5.8e-14
GCA_000017945-FLGBHGLA_06030	PF02824	TGS_domain	3.8e-21
GCA_000017945-FLGBHGLA_06040	PF01266	FAD_dependent_oxidoreductase	5.7e-09
GCA_000017945-FLGBHGLA_06050	-	-	-
GCA_000017945-FLGBHGLA_06060	PF00692	dUTPase	4.1e-35
GCA_000017945-FLGBHGLA_06070	PF01255	Putative_undecaprenyl_diphosphate_synthase	4.6e-78
GCA_000017945-FLGBHGLA_06080	PF00004	ATPase_family_associated_with_various_cellular_activities_(AAA)	1.8e-45
GCA_000017945-FLGBHGLA_06090	PF00203	Ribosomal_protein_S19	5.3e-33
GCA_000017945-FLGBHGLA_06100	PF00237	Ribosomal_protein_L22p/L17e	3e-34
GCA_000017945-FLGBHGLA_06110	PF00189	Ribosomal_protein_S3,_C-terminal_domain	3.8e-22
GCA_000017945-FLGBHGLA_06120	PF00831	Ribosomal_L29_protein	1.3e-21
GCA_000017945-FLGBHGLA_06130	PF01868	Domain_of_unknown_function_UPF0086	4.9e-17
GCA_000017945-FLGBHGLA_06140	-	-	-
GCA_000017945-FLGBHGLA_06150	-	-	-
GCA_000017945-FLGBHGLA_06160	PF11794	4-hydroxyphenylacetate_3-hydroxylase_N_terminal	7.5e-95
GCA_000017945-FLGBHGLA_06170	PF01979	Amidohydrolase_family	1.7e-17
GCA_000017945-FLGBHGLA_06180	-	-	-
GCA_000017945-FLGBHGLA_06190	PF00571	CBS_domain	6e-36
GCA_000017945-FLGBHGLA_06200	-	-	-
GCA_000017945-FLGBHGLA_06210	PF00156	Phosphoribosyl_transferase_domain	1.9e-08
GCA_000017945-FLGBHGLA_06220	PF00037	4Fe-4S_binding_domain	1.1e-17
GCA_000017945-FLGBHGLA_06230	PF01381	Helix-turn-helix	2e-09
GCA_000017945-FLGBHGLA_06240	PF01849	NAC_domain	2e-07
GCA_000017945-FLGBHGLA_06250	PF07521	Zn-dependent_metallo-hydrolase_RNA_specificity_domain	1.3e-14
GCA_000017945-FLGBHGLA_06260	-	-	-
GCA_000017945-FLGBHGLA_06270	PF01871	AMMECR1	1.9e-49
GCA_000017945-FLGBHGLA_06280	PF01895	PhoU_domain	5e-20
GCA_000017945-FLGBHGLA_06290	PF07991	Acetohydroxy_acid_isomeroreductase,_NADPH-binding_domain	1.9e-75
GCA_000017945-FLGBHGLA_06300	-	-	-
GCA_000017945-FLGBHGLA_06310	PF01496	V-type_ATPase_116kDa_subunit_family__	6.8e-28
GCA_000017945-FLGBHGLA_06320	PF00705	Proliferating_cell_nuclear_antigen,_N-terminal_domain	7.1e-14
GCA_000017945-FLGBHGLA_06330	PF02675	S-adenosylmethionine_decarboxylase_	8.6e-34
GCA_000017945-FLGBHGLA_06340	-	-	-
GCA_000017945-FLGBHGLA_06350	-	-	-
GCA_000017945-FLGBHGLA_06360	PF01769	Divalent_cation_transporter	1e-25
GCA_000017945-FLGBHGLA_06370	PF12706	Beta-lactamase_superfamily_domain	2.4e-08
GCA_000017945-FLGBHGLA_06380	PF00227	Proteasome_subunit	4.6e-53
GCA_000017945-FLGBHGLA_06390	PF07992	Pyridine_nucleotide-disulphide_oxidoreductase	2e-47
GCA_000017945-FLGBHGLA_06400	-	-	-
GCA_000017945-FLGBHGLA_06410	PF01170	Putative_RNA_methylase_family_UPF0020	3.3e-33
GCA_000017945-FLGBHGLA_06420	PF03358	NADPH-dependent_FMN_reductase	6.4e-37
GCA_000017945-FLGBHGLA_06430	PF00696	Amino_acid_kinase_family	3.1e-38
GCA_000017945-FLGBHGLA_06440	PF03721	UDP-glucose/GDP-mannose_dehydrogenase_family,_NAD_binding_domain	2.3e-59
GCA_000017945-FLGBHGLA_06450	PF02350	UDP-N-acetylglucosamine_2-epimerase	8.8e-104
GCA_000017945-FLGBHGLA_06460	-	-	-
GCA_000017945-FLGBHGLA_06470	-	-	-
GCA_000017945-FLGBHGLA_06480	PF13692	Glycosyl_transferases_group_1	4.1e-09
GCA_000017945-FLGBHGLA_06490	PF13439	Glycosyltransferase_Family_4	9.1e-06
GCA_000017945-FLGBHGLA_06500	-	-	-
GCA_000017945-FLGBHGLA_06510	PF00107	Zinc-binding_dehydrogenase	1.2e-17
GCA_000017945-FLGBHGLA_06520	-	-	-
GCA_000017945-FLGBHGLA_06530	PF04055	Radical_SAM_superfamily	1.1e-25
GCA_000017945-FLGBHGLA_06540	PF01916	Deoxyhypusine_synthase	5.8e-97
GCA_000017945-FLGBHGLA_06550	PF01227	GTP_cyclohydrolase_I	1.4e-60
GCA_000017945-FLGBHGLA_06560	PF01564	Spermine/spermidine_synthase_domain	4.5e-53
GCA_000017945-FLGBHGLA_06570	PF00149	Calcineurin-like_phosphoesterase	5.3e-24
GCA_000017945-FLGBHGLA_06580	PF00764	Arginosuccinate_synthase	5.6e-163
GCA_000017945-FLGBHGLA_06590	PF10040	CRISPR-associated_endoribonuclease_Cas6	2.1e-09
GCA_000017945-FLGBHGLA_06600	PF00958	GMP_synthase_C_terminal_domain	4.9e-22
GCA_000017945-FLGBHGLA_06610	-	-	-
GCA_000017945-FLGBHGLA_06620	-	-	-
GCA_000017945-FLGBHGLA_06630	PF06626	Protein_of_unknown_function_(DUF1152)	8.4e-107
GCA_000017945-FLGBHGLA_06640	PF02445	Quinolinate_synthetase_A_protein	6.8e-99
GCA_000017945-FLGBHGLA_06650	PF13248	zinc-ribbon_domain	3.2e-11
GCA_000017945-FLGBHGLA_06660	-	-	-
GCA_000017945-FLGBHGLA_06670	-	-	-
GCA_000017945-FLGBHGLA_06680	PF00682	HMGL-like	1.1e-53
GCA_000017945-FLGBHGLA_06690	PF13614	AAA_domain	3.3e-10
GCA_000017945-FLGBHGLA_06700	PF02080	TrkA-C_domain	1.6e-13
GCA_000017945-FLGBHGLA_06710	PF00571	CBS_domain	6.7e-36
GCA_000017945-FLGBHGLA_06720	PF13242	HAD-hyrolase-like	5.2e-14
GCA_000017945-FLGBHGLA_06730	-	-	-
GCA_000017945-FLGBHGLA_06740	PF00562	RNA_polymerase_Rpb2,_domain_6	4.5e-130
GCA_000017945-FLGBHGLA_06750	PF01191	RNA_polymerase_Rpb5,_C-terminal_domain	1e-26
GCA_000017945-FLGBHGLA_06760	PF01882	Protein_of_unknown_function_DUF58	6.7e-06
GCA_000017945-FLGBHGLA_06770	-	-	-
GCA_000017945-FLGBHGLA_06780	PF00571	CBS_domain	1.5e-27
GCA_000017945-FLGBHGLA_06790	-	-	-
GCA_000017945-FLGBHGLA_06800	PF00590	Tetrapyrrole_(Corrin/Porphyrin)_Methylases	3.9e-25
GCA_000017945-FLGBHGLA_06810	PF01402	Ribbon-helix-helix_protein,_copG_family	4.7e-14
GCA_000017945-FLGBHGLA_06820	PF14748	Pyrroline-5-carboxylate_reductase_dimerisation	1.9e-19
GCA_000017945-FLGBHGLA_06830	-	-	-
GCA_000017945-FLGBHGLA_06840	PF17146	PIN_domain_of_ribonuclease	1.4e-13
GCA_000017945-FLGBHGLA_06850	PF01928	CYTH_domain	1.6e-06
GCA_000017945-FLGBHGLA_06860	-	-	-
GCA_000017945-FLGBHGLA_06870	PF01546	Peptidase_family_M20/M25/M40	2.1e-23
GCA_000017945-FLGBHGLA_06880	PF09651	CRISPR-associated_protein_(Cas_APE2256)	1.4e-38
GCA_000017945-FLGBHGLA_06890	-	-	-
GCA_000017945-FLGBHGLA_06900	-	-	-
GCA_000017945-FLGBHGLA_06910	-	-	-
GCA_000017945-FLGBHGLA_06920	-	-	-
GCA_000017945-FLGBHGLA_06930	-	-	-
GCA_000017945-FLGBHGLA_06940	PF07992	Pyridine_nucleotide-disulphide_oxidoreductase	5.3e-67
GCA_000017945-FLGBHGLA_06950	PF07849	Protein_of_unknown_function_(DUF1641)	2.9e-15
GCA_000017945-FLGBHGLA_06960	PF07992	Pyridine_nucleotide-disulphide_oxidoreductase	2.6e-15
GCA_000017945-FLGBHGLA_06970	PF01300	Telomere_recombination	4.9e-40
GCA_000017945-FLGBHGLA_06980	PF01163	RIO1_family	4e-60
GCA_000017945-FLGBHGLA_06990	PF01176	Translation_initiation_factor_1A_/_IF-1	5.7e-19
GCA_000017945-FLGBHGLA_07000	PF01092	Ribosomal_protein_S6e	1e-35
GCA_000017945-FLGBHGLA_07010	PF05681	Fumarate_hydratase_(Fumerase)	5e-82
GCA_000017945-FLGBHGLA_07020	PF00006	ATP_synthase_alpha/beta_family,_nucleotide-binding_domain	1.5e-69
GCA_000017945-FLGBHGLA_07030	PF01813	ATP_synthase_subunit_D_	7.6e-44
GCA_000017945-FLGBHGLA_07040	-	-	-
GCA_000017945-FLGBHGLA_07050	PF00137	ATP_synthase_subunit_C	6.8e-12
GCA_000017945-FLGBHGLA_07060	PF00202	Aminotransferase_class-III	1.2e-74
GCA_000017945-FLGBHGLA_07070	PF01379	Porphobilinogen_deaminase,_dipyromethane_cofactor_binding_domain	1.5e-62
GCA_000017945-FLGBHGLA_07080	PF04266	ASCH_domain	3.2e-17
GCA_000017945-FLGBHGLA_07090	PF02675	S-adenosylmethionine_decarboxylase_	1.1e-35
GCA_000017945-FLGBHGLA_07100	PF02621	Menaquinone_biosynthesis	6.8e-13
GCA_000017945-FLGBHGLA_07110	-	-	-
GCA_000017945-FLGBHGLA_07120	PF02633	Creatinine_amidohydrolase	6.1e-54
GCA_000017945-FLGBHGLA_07130	PF00136	DNA_polymerase_family_B	1.6e-53
GCA_000017945-FLGBHGLA_07140	PF00867	XPG_I-region	2.3e-29
GCA_000017945-FLGBHGLA_07150	-	-	-
GCA_000017945-FLGBHGLA_07160	PF00004	ATPase_family_associated_with_various_cellular_activities_(AAA)	4.6e-99
GCA_000017945-FLGBHGLA_07170	PF01989	Protein_of_unknown_function_DUF126	2.6e-25
GCA_000017945-FLGBHGLA_07180	PF04412	Protein_of_unknown_function_(DUF521)	4e-127
GCA_000017945-FLGBHGLA_07190	PF00121	Triosephosphate_isomerase	8e-13
GCA_000017945-FLGBHGLA_07200	PF01172	Shwachman-Bodian-Diamond_syndrome_(SBDS)_protein_	1.2e-26
GCA_000017945-FLGBHGLA_07210	PF04055	Radical_SAM_superfamily	7.1e-30
GCA_000017945-FLGBHGLA_07220	-	-	-
GCA_000017945-FLGBHGLA_07230	-	-	-
GCA_000017945-FLGBHGLA_07240	PF02830	V4R_domain	2.1e-08
GCA_000017945-FLGBHGLA_07250	PF01325	Iron_dependent_repressor,_N-terminal_DNA_binding_domain	3.2e-16
GCA_000017945-FLGBHGLA_07260	PF01910	Thiamine-binding_protein	1.4e-24
GCA_000017945-FLGBHGLA_07270	PF00156	Phosphoribosyl_transferase_domain	3.3e-18
GCA_000017945-FLGBHGLA_07280	PF07992	Pyridine_nucleotide-disulphide_oxidoreductase	9.7e-11
GCA_000017945-FLGBHGLA_07290	PF13404	AsnC-type_helix-turn-helix_domain	3.4e-16
GCA_000017945-FLGBHGLA_07300	PF01171	PP-loop_family	1.7e-14
GCA_000017945-FLGBHGLA_07310	PF04055	Radical_SAM_superfamily	5.1e-12
GCA_000017945-FLGBHGLA_07320	-	-	-
GCA_000017945-FLGBHGLA_07330	PF01978	Sugar-specific_transcriptional_regulator_TrmB	2e-08
GCA_000017945-FLGBHGLA_07340	-	-	-
GCA_000017945-FLGBHGLA_07350	-	-	-
GCA_000017945-FLGBHGLA_07360	PF00705	Proliferating_cell_nuclear_antigen,_N-terminal_domain	1.6e-12
GCA_000017945-FLGBHGLA_07370	-	-	-
GCA_000017945-FLGBHGLA_07380	PF12846	AAA-like_domain	3.3e-11
GCA_000017945-FLGBHGLA_07390	-	-	-
GCA_000017945-FLGBHGLA_07400	PF01507	Phosphoadenosine_phosphosulfate_reductase_family	5e-43
GCA_000017945-FLGBHGLA_07410	-	-	-
GCA_000017945-FLGBHGLA_07420	-	-	-
GCA_000017945-FLGBHGLA_07430	PF01981	Peptidyl-tRNA_hydrolase_PTH2	6.7e-46
GCA_000017945-FLGBHGLA_07440	PF04252	Predicted_SAM-dependent_RNA_methyltransferase	9.4e-10
GCA_000017945-FLGBHGLA_07450	PF13614	AAA_domain	7.6e-14
GCA_000017945-FLGBHGLA_07460	PF01200	Ribosomal_protein_S28e	4.9e-31
GCA_000017945-FLGBHGLA_07470	PF01246	Ribosomal_protein_L24e	2.7e-25
GCA_000017945-FLGBHGLA_07480	PF00334	Nucleoside_diphosphate_kinase	3.7e-58
GCA_000017945-FLGBHGLA_07490	-	-	-
GCA_000017945-FLGBHGLA_07500	PF01972	Serine_dehydrogenase_proteinase	7.7e-06
GCA_000017945-FLGBHGLA_07510	PF01118	Semialdehyde_dehydrogenase,_NAD_binding_domain	1e-31
GCA_000017945-FLGBHGLA_07520	PF02653	Branched-chain_amino_acid_transport_system_/_permease_component	3.4e-26
GCA_000017945-FLGBHGLA_07530	PF02653	Branched-chain_amino_acid_transport_system_/_permease_component	1.8e-48
GCA_000017945-FLGBHGLA_07540	PF00005	ABC_transporter	2.2e-32
GCA_000017945-FLGBHGLA_07550	PF00005	ABC_transporter	5.4e-36
GCA_000017945-FLGBHGLA_07560	PF00696	Amino_acid_kinase_family	4.1e-22
GCA_000017945-FLGBHGLA_07570	-	-	-
GCA_000017945-FLGBHGLA_07580	PF01935	Domain_of_unknown_function_DUF87	5.2e-38
GCA_000017945-FLGBHGLA_07590	PF09376	NurA_domain	8.9e-16
GCA_000017945-FLGBHGLA_07600	-	-	-
GCA_000017945-FLGBHGLA_07610	-	-	-
GCA_000017945-FLGBHGLA_07620	PF00883	Cytosol_aminopeptidase_family,_catalytic_domain	8.2e-108
GCA_000017945-FLGBHGLA_07630	-	-	-
GCA_000017945-FLGBHGLA_07640	-	-	-
GCA_000017945-FLGBHGLA_07650	PF01656	CobQ/CobB/MinD/ParA_nucleotide_binding_domain	1.7e-11
GCA_000017945-FLGBHGLA_07660	-	-	-
GCA_000017945-FLGBHGLA_07670	-	-	-
GCA_000017945-FLGBHGLA_07680	-	-	-
GCA_000017945-FLGBHGLA_07690	-	-	-
GCA_000017945-FLGBHGLA_07700	-	-	-
GCA_000017945-FLGBHGLA_07710	PF01717	Cobalamin-independent_synthase,_Catalytic_domain	9.4e-68
GCA_000017945-FLGBHGLA_07720	PF08267	Cobalamin-independent_synthase,_N-terminal_domain	4.6e-15
GCA_000017945-FLGBHGLA_07730	PF13649	Methyltransferase_domain	8.4e-20
GCA_000017945-FLGBHGLA_07740	PF08461	Ribonuclease_R_winged-helix_domain	3.2e-06
GCA_000017945-FLGBHGLA_07750	PF02598	Putative_RNA_methyltransferase	1.5e-28
GCA_000017945-FLGBHGLA_07760	-	-	-
GCA_000017945-FLGBHGLA_07770	PF02774	Semialdehyde_dehydrogenase,_dimerisation_domain	6.8e-37
GCA_000017945-FLGBHGLA_07780	PF11977	Zc3h12a-like_Ribonuclease_NYN_domain	5.3e-28
GCA_000017945-FLGBHGLA_07790	PF01634	ATP_phosphoribosyltransferase	9.2e-49
GCA_000017945-FLGBHGLA_07800	-	-	-
GCA_000017945-FLGBHGLA_07810	PF13189	Cytidylate_kinase-like_family	3.2e-17
GCA_000017945-FLGBHGLA_07820	PF10609	NUBPL_iron-transfer_P-loop_NTPase	3.2e-96
