accession	BinID	NewContigID	OldContigId	ContigIdMerge	ContigNewLength	ContigOldLength	GC	ProteinID	ProteinGC	ProteinLength	Prokka	NCBI_COG	NCBI_COG_Description	PathwayID	Pathway	NCBI_COG_evalue	arcogs	arcogs_geneID	arcogs_Description	Pathway	arcogs_evalue	KO_hmm	e_value	bit_score	bit_score_cutoff	Definition	confidence	PFAM_hmm	PFAM_description	Pfam_Evalue	TIRGR	TIGR_description	EC	TIGR_Evalue	CAZy	CAZy_evalue	Description	TDBD_ID	TPDB_evalue	HydDB	Description	HydDB_evalue	IPR	IPRMdescription	IPR_PFAM	IPR_PFAMdescription	TopHit	E_value	PecID	TaxID	TaxString
GCA_000017945-FLGBHGLA_08750	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_08750	0.077	232	hypothetical protein	COG2112	Predicted_Ser/Thr_protein_kinase	T	-	2.4e-57	arCOG01182	-	Predicted_Ser/Thr_protein_kinase	T	3.5e-78	K07176	1.7e-64	214.0	117.40	putative_serine/threonine_protein_kinase	high_score	PF00069	Protein_kinase_domain	2.3e-06	-	-	-	-	-	-	-	-	-	-	-	-	IPR011009;_IPR000719	Protein_kinase-like_domain_superfamily;_Protein_kinase_domain	-	-	WP_012122994.1_serine/threonine_protein_kinase_[Ignicoccus_hospitalis]	3.2e-127	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_08760	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_08760	0.052	436	CCA-adding enzyme	COG1746	tRNA_nucleotidyltransferase_(CCA-adding_enzyme)	J	tRNA_modification	7e-123	arCOG04249	CCA1	tRNA_nucleotidyltransferase_(CCA-adding_enzyme)	J	4.9e-92	K07558	1.1e-123	410.3	289.20	tRNA_nucleotidyltransferase_(CCA-adding_enzyme)_[EC:2.7.7.72]	high_score	PF09249	tRNA_nucleotidyltransferase,_second_domain	1.5e-40	TIGR03671	CCA-adding_enzyme	2.7.7.25|2.7.7.21	9e-116	-	-	-	-	-	-	-	-	IPR008229;_IPR011068;_IPR015329;_IPR002934	tRNA_nucleotidyltransferase,_archaea;_Nucleotidyltransferase,_class_I-like,_C-terminal;_tRNA_nucleotidyltransferase,_substrate_binding;_Polymerase,_nucleotidyl_transferase_domain	PF09249;_PF01909	tRNA_nucleotidyltransferase,_second_domain;_Nucleotidyltransferase_domain	WP_012122995.1_CCA_tRNA_nucleotidyltransferase_[Ignicoccus_hospitalis]	8.3e-246	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_08770	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_08770	0.07	185	RNA 2',3'-cyclic phosphodiesterase	COG1514	RNA_2',3'-cyclic_phosphodiesterase_(2'-5'_RNA_ligase)	J	-	4.6e-39	arCOG01736	LigT	2'-5'_RNA_ligase	J	1.7e-46	K01975	6.9e-44	147.2	56.83	RNA_2',3'-cyclic_3'-phosphodiesterase_[EC:3.1.4.58]	high_score	PF02834	LigT_like_Phosphoesterase	5e-36	TIGR02258	2'-5'_RNA_ligase	6.5.1.-	2e-54	-	-	-	-	-	-	-	-	IPR004175;_IPR009097;_IPR014051	RNA_2',3'-cyclic_phosphodiesterase;_Cyclic_phosphodiesterase;_Phosphoesterase,_HXTX	PF02834	LigT_like_Phosphoesterase	WP_012122996.1_RNA_2',3'-cyclic_phosphodiesterase_[Ignicoccus_hospitalis]	5.1e-96	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_08780	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_08780	0.141	113	Transcription factor S	COG1594	DNA-directed_RNA_polymerase,_subunit_M/Transcription_elongation_factor_TFIIS	K	RNA_polymerase	1.1e-34	arCOG00579	RPB9	DNA-directed_RNA_polymerase,_subunit_M/Transcription_elongation_factor_TFIIS	K	1.5e-24	K03057	1.2e-38	129.2	85.20	transcription_factor_S	high_score	PF01096	Transcription_factor_S-II_(TFIIS)	5.1e-23	TIGR01384	transcription_factor_S	-	1.9e-34	-	-	-	-	-	-	-	-	IPR001222;_IPR012164;_IPR001529;_IPR019761;_IPR006288	Zinc_finger,_TFIIS-type;_DNA-directed_RNA_polymerase_subunit/transcription_factor_S;_DNA-directed_RNA_polymerase,_M/15kDa_subunit;_DNA-directed_RNA_polymerase_M,_15kDa_subunit,_conserved_site;_Transcription_factor_S	PF01096;_PF02150	Transcription_factor_S-II_(TFIIS);_RNA_polymerases_M/15_Kd_subunit	WP_012122998.1_transcription_factor_S_[Ignicoccus_hospitalis]	3.9e-62	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_08790	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_08790	0.067	460	Threonine--tRNA ligase catalytic subunit	COG0441	Threonyl-tRNA_synthetase	J	Aminoacyl-tRNA_synthetases	5.8e-114	arCOG00401	ThrS	Threonyl-tRNA_synthetase	J	5.7e-72	K01868	2.1e-104	347.3	124.90	threonyl-tRNA_synthetase_[EC:6.1.1.3]	high_score	PF00587	tRNA_synthetase_class_II_core_domain_(G,_H,_P,_S_and_T)	3.1e-36	TIGR00418	threonine--tRNA_ligase	6.1.1.3	8e-93	-	-	-	-	-	-	-	-	IPR002320;_IPR036621;_IPR002314;_IPR006195;_IPR004154	Threonine-tRNA_ligase,_class_IIa;_Anticodon-binding_domain_superfamily;_Aminoacyl-tRNA_synthetase,_class_II_(G/_P/_S/T);_Aminoacyl-tRNA_synthetase,_class_II;_Anticodon-binding	PF00587;_PF03129	tRNA_synthetase_class_II_core_domain_(G,_H,_P,_S_and_T);_Anticodon_binding_domain	WP_012122999.1_hypothetical_protein_[Ignicoccus_hospitalis]	1.1e-259	99.8	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_08800	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_08800	0.057	245	DNA polymerase sliding clamp	COG0592	DNA_polymerase_III_sliding_clamp_(beta)_subunit,_PCNA_homolog	L	-	1.7e-09	arCOG00488	DnaN	DNA_polymerase_sliding_clamp_subunit_(PCNA_homolog)	L	4.2e-63	K04802	5.1e-49	163.8	65.87	proliferating_cell_nuclear_antigen	high_score	PF00705	Proliferating_cell_nuclear_antigen,_N-terminal_domain	1.6e-16	TIGR00590	proliferating_cell_nuclear_antigen_(pcna)	-	4e-35	-	-	-	-	-	-	-	-	IPR022649;_IPR000730;_IPR022648	Proliferating_cell_nuclear_antigen,_PCNA,_C-terminal;_Proliferating_cell_nuclear_antigen,_PCNA;_Proliferating_cell_nuclear_antigen,_PCNA,_N-terminal	PF02747;_PF00705	Proliferating_cell_nuclear_antigen,_C-terminal_domain;_Proliferating_cell_nuclear_antigen,_N-terminal_domain	WP_012123000.1_proliferating_cell_nuclear_antigen_(pcna)_[Ignicoccus_hospitalis]	7.2e-130	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_08810	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_08810	0.083	358	DNA primase small subunit PriS	COG1467	Eukaryotic-type_DNA_primase,_catalytic_(small)_subunit	L	-	3.8e-76	arCOG04110	PRI1	Eukaryotic-type_DNA_primase,_catalytic_(small)_subunit	L	2.9e-51	K02683	3.9e-77	256.9	233.03	DNA_primase_small_subunit_[EC:2.7.7.102]	high_score	PF01896	DNA_primase_small_subunit	1.3e-08	TIGR00335	putative_DNA_primase,_eukaryotic-type,_small_subunit	-	3.7e-30	-	-	-	-	-	-	-	-	IPR014052;_IPR023639;_IPR002755	DNA_primase,_small_subunit,_eukaryotic/archaeal;_DNA_primase_small_subunit_PriS;_DNA_primase,_small_subunit	PF01896	DNA_primase_small_subunit	WP_012123001.1_DNA_primase_small_subunit_[Ignicoccus_hospitalis]	8.7e-201	99.7	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_08820	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_08820	0.103	223	hypothetical protein	COG0727	Uncharacterized_protein_YkgJ,_contains_CxxCxxCC_motif	R	-	2.1e-10	arCOG02583	-	Fe-S-cluster_containining_protein	R	7.4e-66	K06940	2e-07	28.5	28.17	uncharacterized_protein	high_score	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	WP_052570143.1_hypothetical_protein_[Ignicoccus_hospitalis]	4.8e-125	99.6	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_08830	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_08830	0.015	65	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	WP_052570145.1_hypothetical_protein_[Ignicoccus_hospitalis]	4.5e-15	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_08840	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_08840	0.093	257	Nitrilase	COG0388	Omega-amidase_YafV/Nit2,_hydrolyzes_alpha-ketoglutaramate	C	-	4.1e-44	arCOG00062	Nit1	Deaminated_glutathione_amidase	O	4.3e-33	K01506	1.1e-41	139.7	256.13	5-aminopentanamidase_[EC:3.5.1.30]	-	PF00795	Carbon-nitrogen_hydrolase	1.4e-22	TIGR00546	apolipoprotein_N-acyltransferase	2.3.1.-	3.4e-11	-	-	-	-	-	-	-	-	IPR003010;_IPR036526	Carbon-nitrogen_hydrolase;_Carbon-nitrogen_hydrolase_superfamily	PF00795	Carbon-nitrogen_hydrolase	WP_012123003.1_carbon-nitrogen_hydrolase_family_protein_[Ignicoccus_hospitalis]	1.6e-143	99.6	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_08850	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_08850	0.056	124	hypothetical protein	COG1695	DNA-binding_transcriptional_regulator,_PadR_family	K	-	6e-21	arCOG00002	-	Transcriptional_regulator,_PadR_family	K	3.1e-16	K10947	2.2e-11	40.7	53.47	PadR_family_transcriptional_regulator,_regulatory_protein_PadR	-	PF03551	Transcriptional_regulator_PadR-like_family	1.3e-14	TIGR03433	transcriptional_regulator,_Acidobacterial,_PadR-family	-	1.2e-09	-	-	-	-	-	-	-	-	IPR036390;_IPR036388;_IPR005149	Winged_helix_DNA-binding_domain_superfamily;_Winged_helix-like_DNA-binding_domain_superfamily;_Transcription_regulator_PadR,_N-terminal	PF03551	Transcriptional_regulator_PadR-like_family	ABU82040.1_transcriptional_regulator,_PadR_family_[Ignicoccus_hospitalis_KIN4/I]	4.0e-60	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_08860	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_08860	0.064	404	Aromatic-amino-acid aminotransferase 1	COG1167	DNA-binding_transcriptional_regulator,_MocR_family,_contains_an_aminotransferase_domain	KE	Lysine_biosynthesis	5.3e-121	arCOG00492	ARO8	Transcriptional_regulators_containing_a_DNA-binding_HTH_domain_and_an_aminotransferase_domain_(MocR_family)	K	2.3e-150	K05825	2.5e-154	511.0	375.90	2-aminoadipate_transaminase_[EC:2.6.1.-]	high_score	PF00155	Aminotransferase_class_I_and_II	1.5e-42	TIGR04461	enduracididine_biosynthesis_enzyme_MppQ	2.-.-.-	9.8e-63	-	-	-	-	-	-	-	-	IPR015422;_IPR004839;_IPR015424;_IPR015421	Pyridoxal_phosphate-dependent_transferase_domain_1;_Aminotransferase,_class_I/classII;_Pyridoxal_phosphate-dependent_transferase;_Pyridoxal_phosphate-dependent_transferase,_major_domain	PF00155	Aminotransferase_class_I_and_II	ABU82041.1_2-aminoadipate_aminotransferase_[Ignicoccus_hospitalis_KIN4/I]	6.8e-226	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_08870	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_08870	0.069	159	30S ribosomal protein S15	COG0184	Ribosomal_protein_S15P/S13E	J	Ribosome_30S_subunit	6e-20	arCOG04185	RpsO	Ribosomal_protein_S15P	J	6.6e-65	K02953	4.2e-45	150.3	200.83	small_subunit_ribosomal_protein_S13e	-	PF08069	Ribosomal_S13/S15_N-terminal_domain	1.6e-24	TIGR00952	ribosomal_protein_uS15	-	3.9e-08	-	-	-	-	-	-	-	-	IPR023029;_IPR012606;_IPR000589;_IPR009068	Ribosomal_protein_S15P;_Ribosomal_protein_S13/S15,_N-terminal;_Ribosomal_protein_S15;_S15/NS1,_RNA-binding	PF00312;_PF08069	Ribosomal_protein_S15;_Ribosomal_S13/S15_N-terminal_domain	WP_012123006.1_30S_ribosomal_protein_S15_[Ignicoccus_hospitalis]	1.0e-84	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_08880	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_08880	0.044	431	hypothetical protein	-	-	-	-	-	arCOG00427	RecJ/Cdc45	Single-stranded_DNA-specific_exonuclease_RecJ	L	6.3e-27	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	WP_012123007.1_hypothetical_protein_[Ignicoccus_hospitalis]	1.8e-237	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_08890	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_08890	0.051	78	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	WP_012123008.1_hypothetical_protein_[Ignicoccus_hospitalis]	1.5e-33	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_08900	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_08900	0.051	212	30S ribosomal protein S3Ae	COG1890	Ribosomal_protein_S3AE	J	Archaeal_ribosomal_proteins	1.5e-80	arCOG04186	RPS1A	Ribosomal_protein_S3AE	J	8e-63	K02984	1.7e-45	152.7	52.10	small_subunit_ribosomal_protein_S3Ae	high_score	PF01015	Ribosomal_S3Ae_family	5.4e-64	-	-	-	-	-	-	-	-	-	-	-	-	IPR030838;_IPR001593	30S_ribosomal_protein_S3Ae;_Ribosomal_protein_S3Ae	PF01015	Ribosomal_S3Ae_family	WP_012123009.1_30S_ribosomal_protein_S3ae_[Ignicoccus_hospitalis]	3.9e-116	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_08910	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_08910	0.084	212	G/T mismatches repair enzyme	COG0177	Endonuclease_III	L	-	1.6e-59	arCOG00459	Nth	EndoIII-related_endonuclease	L	1.7e-39	K10773	3.1e-49	164.4	125.43	endonuclease_III_[EC:4.2.99.18]	high_score	PF00730	HhH-GPD_superfamily_base_excision_DNA_repair_protein	1.9e-22	TIGR01083	endonuclease_III	4.2.99.18	1.5e-35	-	-	-	-	-	-	-	-	IPR023170;_IPR003265;_IPR003651;_IPR011257;_IPR004035	Helix-turn-helix,_base-excision_DNA_repair,_C-terminal;_HhH-GPD_domain;_Endonuclease_III-like,_iron-sulphur_cluster_loop_motif;_DNA_glycosylase;_Endonuclease_III,_iron-sulphur_binding_site	PF00730;_PF10576	HhH-GPD_superfamily_base_excision_DNA_repair_protein;_Iron-sulfur_binding_domain_of_endonuclease_III	ABU82046.1_HhH-GPD_family_protein_[Ignicoccus_hospitalis_KIN4/I]	4.8e-114	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_08920	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_08920	0.028	142	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ABU82047.1_hypothetical_protein_Igni_0865_[Ignicoccus_hospitalis_KIN4/I]	1.0e-67	99.3	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_08930	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_08930	0.078	76	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	WP_052570150.1_hypothetical_protein_[Ignicoccus_hospitalis]	9.9e-38	98.7	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_08940	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_08940	0.103	260	7-cyano-7-deazaguanine synthase	COG0603	7-cyano-7-deazaguanine_synthase_(queuosine_biosynthesis)	J	tRNA_modification	3.6e-64	arCOG00039	QueC	7-cyano-7-deazaguanine_synthase_(queuosine_biosynthesis)	J	1.6e-48	K06920	8.8e-61	202.2	92.63	7-cyano-7-deazaguanine_synthase_[EC:6.3.4.20]	high_score	PF06508	Queuosine_biosynthesis_protein_QueC	1.2e-49	TIGR00364	queuosine_biosynthesis_protein_QueC	-	4.9e-42	-	-	-	-	-	-	-	-	IPR014729;_IPR018317	Rossmann-like_alpha/beta/alpha_sandwich_fold;_Queuosine_biosynthesis_protein_QueC	PF06508	Queuosine_biosynthesis_protein_QueC	WP_012123013.1_7-cyano-7-deazaguanine_synthase_[Ignicoccus_hospitalis]	3.8e-145	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_08950	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_08950	0.087	364	FO synthase subunit 2	COG1060	2-iminoacetate_synthase_ThiH/Menaquinone_biosynthesis_enzymes_MqnC_and_MqnE	H	Thiamine_biosynthesis	2.4e-120	arCOG00656	CofG	FO_synthase_or_thiamine_biosynthesis_enzyme_ThiH__	H	1.4e-100	K11784	1.1e-117	389.8	428.67	cyclic_dehypoxanthinyl_futalosine_synthase_[EC:1.21.98.1]	-	PF04055	Radical_SAM_superfamily	4e-18	TIGR03699	dehypoxanthine_futalosine_cyclase	-	1e-130	-	-	-	-	-	-	-	-	IPR022431;_IPR013785;_IPR007197;_IPR020050;_IPR006638;_IPR034405	Cyclic_dehypoxanthine_futalosine_synthase;_Aldolase-type_TIM_barrel;_Radical_SAM;_FO_synthase,_subunit_2;_Elp3/MiaB/NifB;_F420,_menaquinone_cofactor_biosynthesis	PF04055	Radical_SAM_superfamily	WP_012123014.1_dehypoxanthine_futalosine_cyclase_[Ignicoccus_hospitalis]	1.2e-208	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_08960	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_08960	0.076	472	hypothetical protein	COG1078	HD_superfamily_phosphohydrolase	R	-	2.8e-78	arCOG04430	-	HD_superfamily_phosphohydrolase	R	1.9e-63	K06885	1.2e-74	248.8	255.90	uncharacterized_protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	WP_012123015.1_HD_domain-containing_protein_[Ignicoccus_hospitalis]	2.8e-271	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_08970	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_08970	0.1	340	hypothetical protein	COG2152	Predicted_glycosyl_hydrolase,_GH43/DUF377_family	G	-	6.8e-29	arCOG04084	-	Predicted_glycosylase	G	1.6e-22	K20885	8.1e-25	84.3	266.70	beta-1,2-mannobiose_phosphorylase_/_1,2-beta-oligomannan_phosphorylase_[EC:2.4.1.339_2.4.1.340]	-	PF04041	beta-1,4-mannooligosaccharide_phosphorylase	7.1e-52	-	-	-	-	GH130	5.6e-21	  beta-1,4-mannosylglucose phosphorylase (EC 2.4.1.281); beta-1,4-mannooligosaccharide phosphorylase (EC 2.4.1.319); beta-1,4-mannosyl-N-acetyl-glucosamine phosphorylase (EC 2.4.1.320); beta-1,2-mannobiose phosphorylase (EC 2.4.1.-); beta-1,2-oligomannan phosphorylase (EC 2.4.1.-); beta-1,2-mannosidase (EC 3.2.1.-)	-	-	-	-	-	IPR023296;_IPR007184	Glycosyl_hydrolase,_five-bladed_beta-propellor_domain_superfamily;_Mannoside_phosphorylase	PF04041	beta-1,4-mannooligosaccharide_phosphorylase	WP_012123016.1_glycosidase_[Ignicoccus_hospitalis]	3.1e-200	99.7	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_08980	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_08980	0.074	387	hypothetical protein	COG1260	Myo-inositol-1-phosphate_synthase	I	-	1.7e-90	arCOG04213	INO1	Myo-inositol-1-phosphate_synthase	I	5.4e-103	K01858	2.2e-53	178.8	57.33	myo-inositol-1-phosphate_synthase_[EC:5.5.1.4]	high_score	PF01658	Myo-inositol-1-phosphate_synthase	2.2e-22	TIGR03450	inositol_1-phosphate_synthase	5.5.1.-	1.1e-28	-	-	-	-	-	-	-	-	IPR002587;_IPR036291;_IPR013021	Myo-inositol-1-phosphate_synthase;_NAD(P)-binding_domain_superfamily;_Myo-inositol-1-phosphate_synthase,_GAPDH-like	PF01658	Myo-inositol-1-phosphate_synthase	WP_012123017.1_myo-inositol-1-phosphate_synthase_[Ignicoccus_hospitalis]	2.6e-214	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_08990	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_08990	0.068	382	hypothetical protein	COG1702	Phosphate_starvation-inducible_protein_PhoH,_predicted_ATPase	T	-	5.3e-46	arCOG04325	PhoH	Phosphate_starvation-inducible_protein_PhoH,_predicted_ATPase	T	4.4e-149	K06217	1.8e-30	103.4	191.60	phosphate_starvation-inducible_protein_PhoH_and_related_proteins	-	PF02562	PhoH-like_protein	9.5e-57	-	-	-	-	-	-	-	-	-	-	-	-	IPR003714;_IPR004044;_IPR027417	PhoH-like_protein;_K_Homology_domain,_type_2;_P-loop_containing_nucleoside_triphosphate_hydrolase	PF02562;_PF07650	PhoH-like_protein;_KH_domain	WP_012123018.1_PhoH_family_protein_[Ignicoccus_hospitalis]	4.6e-208	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09000	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_09000	0.114	375	Bifunctional protein GlmU	COG1207	Bifunctional_protein_GlmU,_N-acetylglucosamine-1-phosphate-uridyltransferase/glucosamine-1-phosphate-acetyltransferase	M	-	5.6e-58	arCOG00666	GCD1	N-acetylglucosamine-1-phosphate_uridyltransferase	M	1.7e-61	K23144	1.2e-117	390.0	417.77	UDP-N-acetylglucosamine_diphosphorylase_/_glucose-1-phosphate_thymidylyltransferase_/_UDP-N-acetylgalactosamine_diphosphorylase_/_glucosamine-1-phosphate_N-acetyltransferase_/_galactosamine-1-phosphate_N-acetyltransferase_[EC:2.7.7.23_2.7.7.24_2.7.7.83_2.3.1.157_2.3.1.276]	-	PF00483	Nucleotidyl_transferase	4.4e-20	TIGR03992	UDP-N-acetylglucosamine_diphosphorylase/glucosamine-1-phosphate_N-acetyltransferase	2.7.7.23|2.3.1.157	1.8e-122	-	-	-	-	-	-	-	-	IPR029044;_IPR011004;_IPR001451;_IPR005835;_IPR023915	Nucleotide-diphospho-sugar_transferases;_Trimeric_LpxA-like_superfamily;_Hexapeptide_repeat;_Nucleotidyl_transferase_domain;_UDP-GlcNAc_diphosphorylase/GlcNAc-1-P_N-acetyltransferase,_GlmU,_archaeal-type	PF00132;_PF00483	Bacterial_transferase_hexapeptide_(six_repeats);_Nucleotidyl_transferase	WP_052570153.1_hypothetical_protein_[Ignicoccus_hospitalis]	4.8e-194	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
